,imdb_title_id,title,year,genre,duration,country,language,actors,avg_vote,votes,description,director
17,tt0008891,L'uccello blu,1918,"Family, Fantasy",75,USA,English,"Tula Belle, Robin Macdougall, Edwin E. Reed, Emma Lowry, William J. Gross, Florence Anderson, Edward Elkas, Katherine Bianchi, Lillian Cook, Gertrude McCoy, Lyn Donelson, Charles Ascot, Tom Corless, Mary Kennedy, Eleanor Masters",7.0,782,"Two peasant children, Mytyl and Tyltyl, are led by Berylune, a fairy, to search for the Blue Bird of Happiness. Berylune gives Tyltyl a cap with a diamond setting, and when Tyltyl turns the...",Maurice Tourneur
18,tt0008930,Broadway Love,1918,Romance,60,USA,English,"Dorothy Phillips, Juanita Hansen, William Stowell, Harry von Meter, Lon Chaney, Gladys Tennyson, Eve Southern",6.0,116,"A small-town girl goes to New York hoping to become a star on Broadway, but the best she can do are roles as chorus girls. She falls in with a ""fast"" crowd, notably a ""party girl"" named ...",Ida May Park
19,tt0008950,Sangue gitano,1918,Drama,70,Germany,German,"Pola Negri, Harry Liedtke, Leopold von Ledebur, Grete Diercks, Wilhelm Diegelmann, Heinrich Peer, Margarete Kupfer, Sophie Pagay, Paul Conradi, Max Kronert, Magnus Stifter, Paul Biensfeldt, Victor Janson, Albert Venohr",6.0,267,"The tragic story of Don Jose, a Spanish cavalryman, who falls under the spell of a gypsy girl, Carmen, who treats him with both love and contempt and leads him into temptation and thus ...",Ernst Lubitsch
20,tt0009014,La decima sinfonia,1918,Drama,94,France,French,"Séverin-Mars, Jean Toulout, Emmy Lynn, André Lefaur, Elizabeth Nizan, Ariane Hugon",5.9,134,"Composer Enrid Damor knows nothing of the past life of his new wife Eve Dinant : she lived as a debauchee with an adventurer, Fred Ryce. Fred Ryce meets Damor's daughter, Claire, and tries ...",Abel Gance
21,tt0009062,L'allegra prigione,1917,Comedy,48,Germany,German,"Harry Liedtke, Emil Jannings, Paul Biensfeldt, Erich Schönfelder, Käthe Dorsch, Kitty Dewall, Agda Nilsson, Ernst Lubitsch",6.2,515,A neglected wife disguises herself in order to lure her wastrel husband into a compromising position.,Ernst Lubitsch
22,tt0009086,The Forbidden City,1918,"Drama, Romance",62,USA,English,"Norma Talmadge, Thomas Meighan, E. Alyn Warren, Michael Rayle, L. Rogers Lytton, Reid Hamilton, Charles Fang",5.4,281,"A Chinese mandarin hopes to regain favor with the Emporer by betrothing her to him, but he doesn't know she's secretly married to the American consul and pregnant.",Sidney Franklin
23,tt0009150,Cuori del mondo,1918,"Drama, War",117,USA,English,"Lillian Gish, Robert Harron, Dorothy Gish, Adolph Lestina, Josephine Crowell, Jack Cosgrave, Kate Bruce, Ben Alexander, Marion Emmons, Francis Marion, Robert Anderson, George Fawcett, George Siegmann, Fay Holderness, L. Lowry",6.4,906,Young lovers in a French village are torn apart with the coming of the Great War.,D.W. Griffith
24,tt0009153,Indemoniato,1918,Western,50,USA,,"Harry Carey, Duke R. Lee, Neva Gerber, Vester Pegg, Joe Harris, Steve Clemente, Millard K. Wilson, Molly Malone",6.1,112,A cowboy must save his girlfriend from captivity and then cross the desert on foot with a single waterhole on the way.,John Ford
25,tt0009241,Johanna Enlists,1918,"Comedy, Romance",72,USA,English,"Mary Pickford, Anne Schaefer, Fred Huntley, Monte Blue, Douglas MacLean, Emory Johnson, John Steppling, Wallace Beery, Wesley Barry, June Prentis, Jean Prentis",5.1,594,"A young girl, stifling on her father's backwoods farm, is reinvigorated by the arrival of an army regiment, come to train in the area.",William Desmond Taylor
26,tt0009326,M'Liss,1918,"Comedy, Drama",73,USA,English,"Mary Pickford, Theodore Roberts, Thomas Meighan, Tully Marshall, Charles Ogle, Monte Blue, Winifred Greenwood, Helen Kelly, Val Paul, William H. Brown, John Burton, Charles A. Post, Guy Oliver",6.5,119,"M'liss, a feisty young girl in a mining camp, falls for Charles Gray, the school teacher. Charles is implicated in a murder of which he is innocent, and the two must fight to save him from ...",Marshall Neilan
27,tt0009356,The Married Virgin,1918,Drama,71,USA,English,"Vera Sisson, Rudolph Valentino, Frank Newburg, Kathleen Kirkham, Edward Jobson, Lillian Leighton",5.2,616,An already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment.,Joseph Maxwell
28,tt0009369,Mickey,1918,"Comedy, Drama",93,USA,English,"Mabel Normand, George Nichols, Laura La Varnie, Lew Cody, Minta Durfee, Wheeler Oakman, Tom Kennedy, Minnie Devereaux",5.9,1061,"Mickey, an orphan who has been brought up in a mining settlement, is sent to New York to live with her aunt.","F. Richard Jones, James Young"
29,tt0009440,Old Wives for New,1918,Drama,60,USA,English,"Elliott Dexter, Florence Vidor, Sylvia Ashton, Wanda Hawley, Theodore Roberts, Helen Jerome Eddy, Marcia Manon, Julia Faye, J. Parks Jones, Edna Mae Cooper, Gustav von Seyffertitz, Tully Marshall, Lillian Leighton, Mayme Kelso, Alice Terry",6.4,178,"Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.",Cecil B. DeMille
30,tt0009475,A Pair of Silk Stockings,1918,"Comedy, Romance",60,USA,English,"Constance Talmadge, Harrison Ford, Wanda Hawley, Vera Doria, Florence Carpenter, Thomas Persse, Louis Willoughby, Helen Haskell, Larry Steers, Robert Gordon, Sylvia Ashton",4.4,484,A Pair of Silk Stockings is a 1918 American silent marital comedy film starring Constance Talmadge and Harrison Ford. It was directed by Walter Edwards and produced and distributed by ...,Walter Edwards
31,tt0009559,A Romance of Happy Valley,1919,"Drama, Romance",76,USA,English,"Lillian Gish, Robert Harron, George Fawcett, Kate Bruce, George Nichols, Bertram Grassby, Porter Strong, Adolph Lestina, Lydia Yeamans Titus, Andrew Arbuckle, Frances Sparks",6.1,341,"John Logan leaves his parents and sweetheart in bucolic Happy Valley to make his fortune in the city. Those he left behind become miserable and beleaguered in his absence, but after several...",D.W. Griffith
32,tt0009608,Shifting Sands,1918,Drama,60,USA,English,"Gloria Swanson, Joe King, Harvey Clark, Leone Carton, Lillian Langdon, Arthur Millett, Myrtle Rishell",5.1,697,"Marcia Grey is wrongly convicted on trumped-up evidence of a German. After serving her term, she rebuilds her life and marries well. The German then attempts to blackmail her into helping ...",Albert Parker
33,tt0009611,Charlot soldato,1918,"Comedy, War",45,USA,"None, English","Edna Purviance, Charles Chaplin, Syd Chaplin, Loyal Underwood, Henry Bergman, Tom Wilson, Albert Austin, Jack Wilson",7.3,5895,Charlie is a boot camp private who has a dream of being a hero who goes on a daring mission behind enemy lines.,Charles Chaplin
34,tt0009652,Stella Maris,1918,Drama,84,USA,,"Mary Pickford, Ida Waterman, Herbert Standing, Conway Tearle, Marcia Manon, Josephine Crowell",6.7,1360,Two young women - a paraplegic girl sheltered by her wealthy guardians and a more experienced orphan - fall in love with a man separated from his violent wife.,Marshall Neilan
35,tt0009682,Tarzan of the Apes,1918,"Action, Adventure",73,USA,None,"Elmo Lincoln, Enid Markey, True Boardman, Kathleen Kirkham, George B. French, Gordon Griffith, Colin Kenny, Thomas Jefferson, Bessie Toner, Jack Wilson, Louis Morrison, Eugene Pallette, Fred L. Wilson",5.7,684,"Reared by a childless ape, the orphaned heir of the Greystokes becomes one of the apes. Then, Dr Porter organises a rescue expedition, and his beautiful daughter, Jane, catches his attention. Has Tarzan of the Apes found the perfect mate?",Scott Sidney
36,tt0009701,Tih Minh,1918,"Adventure, Mystery",418,France,French,"Mary Harald, René Cresté, Georges Biscot, Édouard Mathé, Louis Leubas, Gaston Michel, Marcel Marquet, Émile André, Georgette Faraboni, Jeanne Rollette, Lugane, Adeline de La Croix, Manuel Caméré",7.0,309,"Jacques d'Athys, a French adventurer, returns to his home in Nice after an expedition to Indochina where he has picked up a Eurasian fiancée and a book that, unbeknownst to him, contains a ...",Louis Feuillade
37,tt0009737,The Unbeliever,1918,"Drama, War",80,USA,English,"Marguerite Courtot, Raymond McKee, Erich von Stroheim, Kate Lester, Frank DeVernon, Mortimer Martine, Blanche Davenport, Harold Hollacher, Darwin Karr, Earl Schenck, Gertrude Norman, Lew Hart, Thomas Holcomb, J.F. Rorke, Moss Gill",5.9,109,"A wealthy young American, bred to class distinction and racial intolerance, enters the Marines during the First World War. In the course of his training and his experiences in the trenches ...",Alan Crosland
38,tt0009796,The Whispering Chorus,1918,Drama,86,USA,English,"Raymond Hatton, Kathlyn Williams, Edythe Chapman, Elliott Dexter, Noah Beery, Guy Oliver, John Burton, Tully Marshall, William H. Brown, James Neill, Gustav von Seyffertitz, Walter Lynch, Edna Mae Cooper",6.8,262,"John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying...",Cecil B. DeMille
39,tt0009878,Anders als die Andern,1919,"Crime, Drama, History",50,Germany,"English, German","Conrad Veidt, Leo Connard, Ilse von Tasso-Lind, Alexandra Willegh, Ernst Pittschau, Fritz Schulz, Wilhelm Diegelmann, Clementine Plessner, Anita Berber, Reinhold Schünzel, Helga Molander, Magnus Hirschfeld, Karl Giese",7.0,1122,"Two male musicians fall in love, but blackmail and scandal makes the affair take a tragic turn.",Richard Oswald
40,tt0009892,Ravished Armenia,1919,"Drama, History, Romance",80,USA,,"Aurora Mardiganian, Irving Cummings, Anna Q. Nilsson, Henry Morgenthau, Lillian West, Eugenie Besserer, Frank Clark, Howard Davies, Hector Dion, Miles McCarthy",5.9,963,"Aurora Mardiganian, a young and beautiful Armenian girl, lives with her parents in the Turkish city of Harpoot. Her father, a prosperous merchant, was preparing to send her to the West to ...",Oscar Apfel
41,tt0009893,La principessa delle ostriche,1919,Comedy,60,Germany,German,"Victor Janson, Ossi Oswalda, Harry Liedtke, Julius Falkenstein, Max Kronert, Curt Bois",7.2,1631,An American heiress seeks the hand of an impoverished German prince.,Ernst Lubitsch
42,tt0009894,El automóvil gris,1919,"Action, Crime",223,Mexico,Spanish,"Joaquín Coss, Juan de Homs, Manuel de los Ríos, María Teresa Montoya, Dora Vila, Valentín Asperó, Juan Manuel Cabrera, Enrique Cantalaúba, Russo Conde, Ángel Esquivel, Francisco Ferriz, María Mercedes Ferriz, Miguel Ángel Ferriz, Ernesto Finance, Antonio Galé",7.1,168,"A gang terrorizes Mexico City's high society on 1915. Murder, kidnaping and robbery are their trademarks. One police inspector (Cabrera) follows the gang crimes and eventually send them to ...",Enrique Rosas
43,tt0009900,Il ritorno al paradiso terrestre,1919,"Adventure, Romance, Western",73,Canada,,"Nell Shipman, Charles Arling, Wheeler Oakman, Wellington A. Playter",6.3,857,"A woman finds herself all alone in a remote harbor with the man responsible for the murder of her father. With seemingly nobody around to protect her, she has to be resourceful.",David Hartford
44,tt0009915,Behind the Door,1919,"Drama, Thriller, War",70,USA,English,"Hobart Bosworth, Jane Novak, Wallace Beery, James Gordon, Richard Wayne, J.P. Lockney, Gibson Gowland, Otto Hoffman",7.1,165,A German-American naval officer takes revenge against the German submarine commander who brutalized his wife.,Irvin Willat
45,tt0009937,Mariti ciechi,1919,"Drama, Romance",99,USA,English,"Sam De Grasse, Francelia Billington, Erich von Stroheim, Gibson Gowland, Fay Holderness, Ruby Kendrick, Valerie Germonprez, Jack Perrin, Richard Cummings, Louis Fitzroy, William De Vaull, Jack Mathis, Percy Challenger",7.0,1325,An Austrian officer sets out to seduce a neglected young wife.,Erich von Stroheim
46,tt0009968,Giglio infranto,1919,"Drama, Romance",90,USA,,"Lillian Gish, Richard Barthelmess, Donald Crisp, Arthur Howard, Edward Peil Sr., George Beranger, Norman Selby",7.3,9241,"A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.",D.W. Griffith
47,tt0009976,The Busher,1919,"Drama, Sport",63,USA,English,"Charles Ray, Colleen Moore, John Gilbert, Jay Morley, Otto Hoffman",5.7,631,A young baseball pitcher in the bush leagues is discovered by a big-league manager and given his chance in the major leagues. But will he be up to the challenge?,Jerome Storm
48,tt0010040,Daddy-Long-Legs,1919,"Comedy, Drama",85,USA,English,"Mary Pickford, Milla Davenport, Percy Haswell, Fay Lemport, Mahlon Hamilton, Lillian Langdon, Betty Bouton, Audrey Chapman, Marshall Neilan, Carrie Clark Ward",6.5,1306,"An orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her.",Marshall Neilan
